歌曲轮播,#group#
郝云 - 活着 - 2015湘江音乐节现场,https://cfss.cc/api/kg/8FD0D72B4DF9DC0E45C09689DFBC0B73.mp4
郝云 - 活着 - 乐人·Live《郝云-冲动巡演全纪录》专辑签唱会,https://cfss.cc/api/kg/F48B382EEC1C184F0841BFA32B8C7E3D.mp4
郝云 - 去大理,https://cfss.cc/api/kg/C59C7ED431065944DFDC636C40B7ED4B.mp4
郝云、满江、小柯 - 藤 - 2023北京卫视跨年之夜现场,https://cfss.cc/api/kg/0571BD119F2A4F5B9B13AFB18CA7BEA1.mp4
郝云 - 雪子 - 伴奏版,https://cfss.cc/api/kg/CC9E49E04C7A672BD25A79784A7440DA.mp4
郝云 - 突然想到理想这个词 - 乐人·Live《郝云-冲动巡演全纪录》专辑签唱会,https://cfss.cc/api/kg/E40CC112728D11537DFF8D091A34FA73.mp4
郝云、我是唱作人 - 不期 - 我是唱作人 第10期,https://cfss.cc/api/kg/A517580B756FE0EAF29F54F056BC96D7.mp4
郝云、我是唱作人 - 雪子 - 我是唱作人 第12期,https://cfss.cc/api/kg/E2B557C30E5C2FA5BA5C62301431F7A0.mp4
郝云、金晨 - 阳光一般灿烂的日子 - 2022-2023湖南卫视跨年晚会现场,https://cfss.cc/api/kg/5881A76EBC6103B27573B40660ECC1CB.mp4
失落神 - 2014年春晚现场《群发的我不回》（郝云）,https://cfss.cc/api/kg/D13D1BE429FF1ACA4D6A595C5AA3038E.mp4
郝云 - 结了,https://cfss.cc/api/kg/CD65F9A84F0541FCF767DC2DC04131A5.mp4
郝云、我是唱作人 - 阳光一般灿烂的日子 - 我是唱作人 第8期,https://cfss.cc/api/kg/AF0484E68036EC524DBCED7412D6138B.mp4
郝云、小柯、满江、王弦 - 雨燕回正阳 - 2023北京卫视跨年之夜现场,https://cfss.cc/api/kg/B201ECD0C26E3742CF5658DB9B24B928.mp4
郝云 - 活着 - 2014第18届全球华语榜中榜现场,https://cfss.cc/api/kg/1A0F9546608BC0E288DBCC94103B09E4.mp4
爱已随风 - 探清水河 郝云/晓月老板,https://cfss.cc/api/kg/9813A127335B68155327DC515B3E94A3.mp4
郝云 - 不安,https://cfss.cc/api/kg/95C886225A03552685AB5710F65839E8.mp4
鹿鼎公 - 郝云-(活着)吉他cove,https://cfss.cc/api/kg/90B98EC4AC80852AAE985678E5FB333E.mp4
郝云 - 高跟舞鞋 北京今晚不插电音乐会现场版 10/10/23,https://cfss.cc/api/kg/0CD625E6AA0BABF5763EC46C37D0272C.mp4

酷狗Mv-薛朋朋
薛朋朋、古文豪、左文正 - 感谢有你陪在我身旁 - 现场版,https://cfss.cc/api/kg/8A4FEFE378F74C5B63D06CB05C3D03D2.mp4
左文正、薛朋朋、古文豪 - 爱河 - 青春版)(现场版,https://cfss.cc/api/kg/8E289E81136C43F44DACE700EC51B768.mp4
RIGELDAVIS - #薛朋朋,https://cfss.cc/api/kg/B1D428728EF2616322FD63B3BFC42345.mp4
听乐府 - 《感谢有你陪在我身旁》薛朋朋、古文豪、左文正，人间该很暖,https://cfss.cc/api/kg/61B58BF8D5761FE270DBE17465A8209D.mp4
雨你同行 - 薛朋朋/古文豪/左文正《感谢有你陪在我身旁》 感恩有你❤️❤,https://cfss.cc/api/kg/FE1C2C0529F200DFC4196E0C94E23AE4.mp4
厨房历险记 - 那些最煽情的电影情节#再见#薛朋朋,https://cfss.cc/api/kg/D484D921ADEEB1DE4EAF9CF3D832ADC8.mp4
小白讲故事 - 第一个春夏.#薛朋朋直播录屏,https://cfss.cc/api/kg/EAD6B0EEE868B75F5E2D93DA2D71F246.mp4
恰饭小小猪 - #薛朋朋直播录屏 @Peng–朋 @朋-Peng,https://cfss.cc/api/kg/7D16A0CB7270100A290644A352D4B914.mp4
尼基塔 - #薛朋朋直播录屏 #爱情转移,https://cfss.cc/api/kg/B064D596BB377DB6D25AFFD66C78B942.mp4
宝剑嫂 - #薛朋朋直播录屏 #涩,https://cfss.cc/api/kg/28FE03340F3F37FBC21ADD4D1D281DBD.mp4
探剧 - 突然听懂了这首歌#盛夏的果实#薛朋朋,https://cfss.cc/api/kg/E1FEAD88D93E46A10F31522A3ADBB8E3.mp4
圈少爷 - ‘‘我会在深夜点上一支烟 也喜欢又在四下无人的街’#薛朋朋我总会,https://cfss.cc/api/kg/42E72C9ECF8427330AD43E6F54D88A15.mp4
飞天小娱警 - 四年余香 终究腐坏#薛朋朋,https://cfss.cc/api/kg/EF652C6594820760426942275F111AC8.mp4
肥宅泡剧酱 - #薛朋朋直播录屏 #国王与乞丐,https://cfss.cc/api/kg/471FC3982FF37430DC16E42654A11048.mp4
最佳蹲坑读物 - 这首歌一开口让我想起了 太多 太多#薛朋朋,https://cfss.cc/api/kg/24307DFEF6C884797A4BA1A202160F29.mp4
蘸盐 - 别遗憾 往前看#薛朋朋,https://cfss.cc/api/kg/95717DA97EDF3DD6E916C2C828B90DC6.mp4
文案館-館主 - #薛朋朋直播录屏 #我总会,https://cfss.cc/api/kg/C96E7807BC5AEEE73A2CDF3E5ED08BE7.mp4
海獭烘焙坊 - 薛朋朋 #南风北巷,https://cfss.cc/api/kg/57EB794D3111C5C2DADE386F7B4F2A56.mp4

酷狗Mv-阿云嘎
阿云嘎、郁可唯 - 情人咒 - 《琉璃美人煞》电视剧片尾曲,https://cfss.cc/api/kg/04BE6B43A9C02738FE1C7D53F9DA16CA.mp4
费玉清、阿云嘎、中国梦之声·我们的歌 - 囚鸟 - 中国梦之声·我们的歌 第12期,https://cfss.cc/api/kg/A7594CDEBD9B47CB00E38649291D0F46.mp4
张韶涵、阿云嘎 - 星辰大海 - 2021央视国庆晚会,https://cfss.cc/api/kg/32A009EB63E0E04F61435F61734BA54C.mp4
爱追星的小助理 - 《琉璃》主题曲，阿云嘎、郁可唯 - 情人咒,https://cfss.cc/api/kg/CDD17B0FF7EB75258DE798920E80B7E3.mp4
费玉清、阿云嘎、中国梦之声·我们的歌 - 卷珠帘 - 中国梦之声·我们的歌 第10期,https://cfss.cc/api/kg/844F1D633D192708DEAC08ECFC12ECCD.mp4
泡点人 - 【声入人心男团】王晰搭档阿云嘎演唱《往日时光》，开口跪！,https://cfss.cc/api/kg/299BE81C1DE2EF358290DC5702F572A7.mp4
阿云嘎、任嘉伦、张继科 - 喜欢你,https://cfss.cc/api/kg/53E7CFF9AFF3F317296DD0934632AED0.mp4
周华健、阿云嘎、中国梦之声·我们的歌 - 漂洋过海来看你 - 中国梦之声·我们的歌 第3期,https://cfss.cc/api/kg/C3A68254D0A104F37D7FBFB960C04567.mp4
费玉清、阿云嘎、中国梦之声·我们的歌 - 新鸳鸯·蝴蝶梦 - 中国梦之声·我们的歌 第11期,https://cfss.cc/api/kg/CCE34A7C2F872C9DA61282A2E04CBEE5.mp4
国民男女星 - 【阿云嘎】《我们的歌》第12期总决赛 嘎嘎cut 《囚鸟》《歌剧魅影&晚安曲》结束 打板！,https://cfss.cc/api/kg/BC93EA91792A76716321C1E1A89A2A55.mp4
阿云嘎、郑云龙、鞠红川、高天鹤、经典咏流传 - 少年行 - 经典咏流传第三季 第3期,https://cfss.cc/api/kg/CC3F3B0280804F373354ABEC66B977DA.mp4
金皇 - 【SRRX】第12期 梅溪湖36子众望所归！合体演唱SRRX主题曲《光之心》，完美蜕变展露光芒！,https://cfss.cc/api/kg/7C8ED5B1BB980B02B0F45C65064B7EBF.mp4
阿云嘎 - 向宿命挥拳的人 - 《新斗罗大陆》手游戴沐白角色曲,https://cfss.cc/api/kg/4CE40DAD2EF729E17D518A403CA61759.mp4
航点二梦 - 如果周深的Cp搭档组合都用**次方命名的话【周深/李克勤/阿云嘎/郑云龙/大张伟/毛不易等】勤深深VS猫次方VS嘎深VS深么毛病VS各种各样,https://cfss.cc/api/kg/C458E719F1A1217E5FF6677F24AD6755.mp4
峰仔 - 阿云嘎《上阳台帖》，许嵩作曲，李白唯一传世的书法作品【经典咏流传第五季】,https://cfss.cc/api/kg/192FF76191E41AD7EB34E659015EEC1D.mp4
万茜、王雷、朱迅、任鲁豫、佟丽娅、宋佳、宋茜、陆毅、阿云嘎、陈妍希、麦嘉欣、周深、钟镇涛、胡歌、阎维文、黄晓明、廖昌永 - 我们的歌 - 舒楠监制 官方正式版,https://cfss.cc/api/kg/F0C51E7B1AF1F90EBADA9CE528C8DC16.mp4
上官芸兒 - 【我们的歌】ep3 reaction（下），肖战x那英《跟着感觉走》，蒋一侨x蔡健雅《原来的我》，直男现场吐槽跟着感觉走的分组！,https://cfss.cc/api/kg/FB42F5907F9C8EC850AE35E847E1AC85.mp4
苍狼啸月 - 【我们的歌】EP11 reaction（上）勤深深《大会堂演奏厅》的深度上头解读！小哥阿云嘎的《包青天》BGM配《梁祝》绝了！劳哥在线示范拿金鱼！,https://cfss.cc/api/kg/AAF4D1FD95197C6A52C6AB7825154A36.mp4
杨宗纬、郑棋元、阿云嘎、蔡程昱、经典咏流传 - 忆江南 - 经典咏流传第五季 第1期,https://cfss.cc/api/kg/BF8C266E2D4B9633AACBFA119C02585B.mp4
邓玉华、阿云嘎 - 映山红,https://cfss.cc/api/kg/0F832CB86DAF30AA1557A10605DF66A6.mp4

酷狗Mv-李春波
李春波 - 小芳 - KTV版,https://cfss.cc/api/kg/652A421D28C1052CCDB94D320393E280.mp4
李春波 - 谁能告诉我,https://cfss.cc/api/kg/DBE5278105CBF2C7E67479B071F22DC3.mp4
李春波 - 一封家书 - KTV版,https://cfss.cc/api/kg/C7F8BDD430F0B46E9C9C274F1E86AC56.mp4
李春波 - 一封家书,https://cfss.cc/api/kg/81DA04CAD6669B016D1F457962C3D026.mp4
李春波 - 哪里有我的家,https://cfss.cc/api/kg/71A24585D139EBE7D1343E5870AD5631.mp4
李春波 - 小芳 歌声飘过30年晚会版,https://cfss.cc/api/kg/71D518611EC26A16F1414897C11B8D24.mp4
李春波 - 呼儿嘿呦 (KTV版),https://cfss.cc/api/kg/69B5C2960D3F597C12995BB94CF4605E.mp4
李春波 - 小芳 - 伴奏版,https://cfss.cc/api/kg/603467EA754AD7C388639DC5ED929741.mp4
李春波 - 小芳 - 伴奏版,https://cfss.cc/api/kg/95855731F610C3D3FB279D0EFDA72F74.mp4
李春波 - 小芳 - 2014湖南卫视元宵喜乐会,https://cfss.cc/api/kg/6AA73BCE9E2BB7D38A42E7DA592716B7.mp4
徐子崴、王小玮、李春波、侯旭、徐子淳、大平 - 故乡不了情 - 2022辽宁卫视春节联欢晚会,https://cfss.cc/api/kg/EC8B0EFA9BAB52806B27BEF512E62D5C.mp4
郑咏、张英席、田彦、李杰、李春波、梦然、王志昕、陈智、侯旭、添珺、张辛 - 我们一起远航 - 2023辽宁卫视春节联欢晚会现场,https://cfss.cc/api/kg/4B4FF5C0E3869C37ED6A27EE0CFC9747.mp4
李春波 - 小芳 记忆中的歌声 现场版,https://cfss.cc/api/kg/43DF9ED5DB2EC612848803E6F847C13E.mp4
李春波 - 圈里圈外,https://cfss.cc/api/kg/6923D161B9E7AE147D9DCAA215164624.mp4
李春波 - 小芳 黄金年代 现场版,https://cfss.cc/api/kg/633BFBA65EA57BA46BEC11306C9C44F8.mp4
李春波 - 火车站,https://cfss.cc/api/kg/40BD44881D111B5B96786DFF79359FEB.mp4
李春波 - 天上飘着雨 - 伴奏版,https://cfss.cc/api/kg/486CBD5C0768C28ED9ADFF9D08B833FA.mp4
李春波 - 呼儿嘿哟,https://cfss.cc/api/kg/B977B2E135A4253D96710055D1398325.mp4
李春波 - 小芳 - 伴奏版,https://cfss.cc/api/kg/58C011FCEAD024570C23F215B072BC79.mp4
李春波 - 浪漫红尘中 - 伴奏版,https://cfss.cc/api/kg/589FF78617D0E03569FC0520E3470D30.mp4

酷狗Mv-王铮亮
陈楚生、苏醒、王铮亮 - 海上花 - 2023快乐再出发第二季收官演唱会,https://cfss.cc/api/kg/36DB359CBE7182E86CCD508E56DD1B30.mp4
陈楚生、陆虎、苏醒、王铮亮、王栎鑫、张远 - 平凡之路 - 2023梦圆东方跨年盛典现场,https://cfss.cc/api/kg/4115006B6358AB08BFEFC7A2BD3440E1.mp4
张靓颖、王铮亮 - 只是没有如果 - 《那年青春我们正好》电视剧片尾曲,https://cfss.cc/api/kg/9DC9D5572793D83217678984F3EE4F60.mp4
陈楚生、王栎鑫、陆虎、张远、苏醒、王铮亮 - 别丢了你的勇敢 - 2022来看我们的演唱会 第4期,https://cfss.cc/api/kg/39FDA689207EB39863EB761CD3BEBF42.mp4
王铮亮、陆虎、陈楚生、苏醒、王栎鑫、张远 - 快乐在哪里 - 2023快乐再出发第二季收官演唱会,https://cfss.cc/api/kg/6F420A570F79A4392343F11945DF7329.mp4
王铮亮、苏醒、陆虎、王晴、毛潇曼、师雅菲 - 只是没如果 - 2023我想和你唱 第四季 第2期,https://cfss.cc/api/kg/A93C060B3AC2FD834EA413586BBC5344.mp4
陈楚生、王栎鑫、陆虎、张远、苏醒、王铮亮、品冠、黄品源 - 失恋阵线联盟 - 2022来看我们的演唱会 第3期,https://cfss.cc/api/kg/9F4484A4F5C0CCC89D6283E375F127F5.mp4
陈楚生、苏醒、张远、王铮亮、王栎鑫、陆虎 - 小宇 - 2023我想和你唱 第四季 第2期,https://cfss.cc/api/kg/AED3024EF5EBCB3F90070B3EE929D5CE.mp4
苏醒、陆虎、王铮亮、师雅菲 - Miss Pretty - 2023我想和你唱 第四季 第2期,https://cfss.cc/api/kg/31439A87DE6DC6AC37DD60C30C207E0D.mp4
姜育恒、苏有朋、王铮亮、汪苏泷 - 跟往事干了好几杯 - 2023年中央广播电视总台春节联欢晚会现场,https://cfss.cc/api/kg/C850E1B9B00DD19FC475113A7E9643C9.mp4
王铮亮 - 不凡 - 2023快乐再出发第二季收官演唱会,https://cfss.cc/api/kg/741943A3EC3DF0E243335C756A57F8B6.mp4
王铮亮 - 时间都去哪儿了,https://cfss.cc/api/kg/CBFCDF825E94D33E36A0FBBA7B4C08E2.mp4
品冠、黄品源、陈楚生、王栎鑫、陆虎、张远、苏醒、王铮亮 - 披星戴月的想你 - 2022来看我们的演唱会 第3期,https://cfss.cc/api/kg/3C77F19A2B4DC7AFF8BB4BAAE883C5DF.mp4
陈楚生、陆虎、苏醒、王栎鑫、王铮亮、张远 - 活该 - 2023快乐再出发第二季收官演唱会,https://cfss.cc/api/kg/ECFC4AF3AE268E216BDAC254FE5CF586.mp4
王铮亮、陈楚生 - 白桦林 - 2023快乐再出发第二季收官演唱会,https://cfss.cc/api/kg/4EAE5C102481374CD7B31A14FA78E25B.mp4
笑侠 - 出走十五年，归来仍是民选！老北北们业务能力太强了！｜苏醒｜陈楚生｜张远｜王栎鑫｜王铮亮｜陆虎｜0713｜快乐再出发｜再就业男团｜07快男,https://cfss.cc/api/kg/C3F168B16842FB3DB8DFAED10C1BCD80.mp4
王铮亮、陈楚生 - 半边山半边海 - 2022朝阳打歌中心现场,https://cfss.cc/api/kg/8F25EFCB6B1B8E0F1EF44E849A80F9E6.mp4
王铮亮 - 时间都去哪儿了 - 2014年中央电视台春节联欢晚会现场,https://cfss.cc/api/kg/64424790A56FBA675E9BED99BBC38B17.mp4
那英、王源、王铮亮、郁可唯、周深、周笔畅、黄明昊(Justin)、韩磊、赖美云、魏巡 - 理想 - 《理想照耀中国》系列短剧主题曲,https://cfss.cc/api/kg/998E5B596926E2235D3EC7105E291753.mp4
陈楚生、王栎鑫、陆虎、张远、苏醒、王铮亮 - 倔强 - 2022来看我们的演唱会 第4期,https://cfss.cc/api/kg/D7EE86754FB433BF3FB9BAD144C6AB8C.mp4

酷狗Mv-尤长靖
ONER灵超、毕雯珺、S.K.Y李希侃、尤长靖、黄明昊(Justin)、林超泽、林彦俊、郑艺彬、Lil Ghost小鬼、Jeffrey董又霖、偶像练习生 - It's Ok - 偶像练习生 第1季,https://cfss.cc/api/kg/CA47698AD2A8B6E61D0C1699305F6E20.mp4
尤长靖、Wiz_H张子豪、说唱听我的 - My Stage-不会醒来的梦 - 说唱听我的2 第6期,https://cfss.cc/api/kg/BA5A7E7FA6F1C32ADD2E3017F37E7231.mp4
范丞丞、王子异、ONER灵超、黄明昊(Justin)、卜凡KATTO、林彦俊、朱正廷、S.K.Y李希侃、毕雯珺、徐圣恩、郑艺彬、钱正昊、朱星杰、陈立农、尤长靖、秦奋、蔡徐坤、林超泽、Lil Ghost小鬼、Jeffrey董又霖、偶像练习生 - Forever - 偶像练习生 第1季,https://cfss.cc/api/kg/9E1463F5484889C7D1C481E475572C88.mp4
尤长靖 - 昨日青空 - 大合唱毕业季特别版,https://cfss.cc/api/kg/4187C886FA713C05EDFF2ACF592D42B9.mp4
尤长靖、那吾克热-NW - 飘向北方 - 2018那吾克热N·征途·W MUSAPE演唱会,https://cfss.cc/api/kg/5668AAEE19068B18645DFA05C6370652.mp4
复仇天子 - 【NINEPERCENT】《创新者》只需十秒，你的币就归我！唯一且独一的换装舞台！,https://cfss.cc/api/kg/9AE6CE6B4DB7A097C2BAE440360FCBE4.mp4
尤长靖 - My Stage-不会醒来的梦 - 伴奏版,https://cfss.cc/api/kg/A80DE6123472ADAADDE9713C41D84AB8.mp4
尤长靖 - 昨日青空 - 《昨日青空》电影同名青春主题曲,https://cfss.cc/api/kg/E26574BB84A4307F057675C076C16132.mp4
陈立农、李斯丹妮、尤长靖、Nene郑乃馨 - 爆竹声中一岁除 - 2023湖南卫视全球华侨华人春节大联欢现场,https://cfss.cc/api/kg/0983368AC96A6183F0C4FCAADEADDCB8.mp4
为谁难伤 - 【创造营2020鹿晗】谁不怕虫子？10位男明星怕虫子合集（被虫子支配的恐惧不分国界,https://cfss.cc/api/kg/009C3A73BAF3E4EFBC2CC55B22202CD6.mp4
尤长靖 - 归去来 - 浙江卫视“领跑2019”爱你依旧演唱会,https://cfss.cc/api/kg/407988DA0F68E2362977626E3F34CAA2.mp4
最大颗音乐 - 【偶像练习生】《can't stop》A组公演舞台纯享版,https://cfss.cc/api/kg/1344957AE283E819A51BAE09174A1F73.mp4
双笙 (陈元汐)、尤长靖、蒙面唱将猜猜猜 - 火柴天堂 - 现场版,https://cfss.cc/api/kg/00F05C4E61F6195034CFD86F57AB51CE.mp4
专属你的鱼 - 【偶像练习生】林彦俊、尤长靖理想型大公开！自曝如果是女生，会喜欢他？,https://cfss.cc/api/kg/90FD023DBF83BD6959E16839FD23583C.mp4
妲己笑 - 【nine percent】NPC吐槽大会【新晋相声男团百分九】,https://cfss.cc/api/kg/FF58B04C7C1E97009457B0EC7AD2F9AE.mp4
胡66、尤长靖 - 后来遇见他,https://cfss.cc/api/kg/50A0B4D3F57BEF955B1122A6694A7A9C.mp4
透明泡泡 - 别看【偶像练习生】那些人表面光鲜亮丽，实际上背后都有不为人知的“黑历史”,https://cfss.cc/api/kg/4CF7D07A0146E8AAD7EA3B9551B8DCFA.mp4
尤长靖、邓典果DDG、说唱听我的 - 荒诞学家 - 说唱听我的2 第9期,https://cfss.cc/api/kg/E3AE2D97E7C69BDECF393DA7B8E79A91.mp4
尤长靖 - 昨日青空 - 2022-2023浙江卫视美好跨年夜现场,https://cfss.cc/api/kg/D044F813996D0E3F7913A5DECA9D2E0E.mp4
范丞丞、朱正廷、王子异、Lil Ghost小鬼、尤长靖、艾福杰尼、费启鸣 - Hi Wake Up - 《青春的花路》综艺主题曲,https://cfss.cc/api/kg/177882E318A64678210A2AB56EABE512.mp4

酷狗Mv-陈鸿宇
周深、陈鸿宇、天赐的声音 - 哭砂 - 天赐的声音第三季 第5期,https://cfss.cc/api/kg/56A9A9A10188995AC444F513A8D426A5.mp4
陈鸿宇 - 理想三旬,https://cfss.cc/api/kg/14E26541F3E764260D9BC0BAB185DC98.mp4
陈鸿宇 - 理想三旬 - 乐人live,https://cfss.cc/api/kg/8EDE8D2C6B20E886B8903D54E962EB53.mp4
飞翔鸟 - 后劲真大！【天赐的声音】reaction⑤这节目真是靠天收啊！,https://cfss.cc/api/kg/2EB245D9F06F9AA5FE93FE5B9BE5D6B7.mp4
陈鸿宇 - 理想三旬 - 觅乐行动·荣耀制噪者校园音乐节西安站,https://cfss.cc/api/kg/E9601FE04AAD0BD92CE86485256E8D29.mp4
马吟吟、陈鸿宇、天赐的声音 - 深夜的歌 - 天赐的声音第三季 第5期,https://cfss.cc/api/kg/34E8A5F23E72F3871F937976EBBE5AF2.mp4
陈鸿宇 - 一如年少模样 - 乐人live,https://cfss.cc/api/kg/93FC29E8ACDA823343C5D98491D59A43.mp4
陈鸿宇 - 多嘴 - 2018与荒野音乐会LIVE,https://cfss.cc/api/kg/112F18D84CB28DFC3E2708B06F9BD9F4.mp4
陈鸿宇 - 人在旅途 - 《我们的四十年》电视剧插曲,https://cfss.cc/api/kg/8C6B7E659D3C7839A7C110FD21C0751B.mp4
打天下 - 【天赐的声音】陈鸿宇 马吟吟《深夜的歌》,https://cfss.cc/api/kg/3CE64DF8618A60D194669E592E76D489.mp4
昌吉学院电台 - 《我们的四十年》插曲MV ；陈鸿宇《人在旅途》,https://cfss.cc/api/kg/7D8A6DE4DDA799044E5F2025EDFA0612.mp4
梦里乾坤 - 【天赐的声音】陈鸿宇 马吟吟《我不希望你孤单的去面对整个喧哗世界》,https://cfss.cc/api/kg/704BD04A9303D78374123FAB0E96489C.mp4
陈鸿宇 - 理想三旬 - 伴奏版,https://cfss.cc/api/kg/46D6AB32D8DC0940710129B54277C5C5.mp4
陈鸿宇 - 人在旅途 - 伴奏版,https://cfss.cc/api/kg/C53231A431CC810C8A23FE11880F6DBD.mp4
马吟吟、陈鸿宇 - 我不希望你孤单的去面对整个喧哗世界 - 天赐的声音第三季 第6期,https://cfss.cc/api/kg/07014F138392CF2070F5308C53AF15F6.mp4
陈鸿宇、苏紫旭、刘昊霖、寒洛 - 别送我 - 《乘风破浪》电影插曲,https://cfss.cc/api/kg/811B575918B46BDA5CD5DD0A9956B36D.mp4
浅唱寂寞 - 青岛实验高中2019届毕业典礼——《行歌》（cover：陈鸿宇）,https://cfss.cc/api/kg/9EC5ED4A324A21CED667CB5C78C36477.mp4
陈鸿宇 - 火烧云 - 伴奏版,https://cfss.cc/api/kg/F11F235403D3D1B4B2EFA657113507CF.mp4
陈鸿宇 - 来信 - 伴奏版,https://cfss.cc/api/kg/807FEF9F81ABF5AB1084B916D3E8CF50.mp4
陈鸿宇 - 人在旅途 - 伴奏版,https://cfss.cc/api/kg/0E65F20E30B7F122A0DCBD417F0C17BC.mp4

酷狗Mv-小少焱
小少焱 - 上下五千年,https://cfss.cc/api/kg/C97975C8E4D550314A16F3890B3908B6.mp4
我来咯 - 《上下五千年》动漫MV-小少焱,https://cfss.cc/api/kg/391CBB31B97E3E91F5F63441020C22E8.mp4
小少焱 - 上古山海经 - 伴奏版,https://cfss.cc/api/kg/09DE532F594C1AAFDACBCB3D43BC9F42.mp4
小少焱 - 悟空传 - 伴奏版,https://cfss.cc/api/kg/8C81150B44ABFB1C902D5BE64D734FE5.mp4
筷说鱼乐 - 听喊麦，学神话，小少焱这首《上古山海经》含有太多经典故事,https://cfss.cc/api/kg/16C6879DADFF561AB4D85791BD328058.mp4
小少焱 - 九世轮回篇 - 伴奏版,https://cfss.cc/api/kg/5569D55371B675E9849229174AD21820.mp4
小少焱 - 李太白 - 伴奏版,https://cfss.cc/api/kg/F2E65164FB45B4ED60D7FCBB1B94CC7A.mp4
小少焱 - 金庸群侠传 - 伴奏版,https://cfss.cc/api/kg/9D6B18547E1F54CF0DB121134FE6A4F9.mp4
小少焱 - 唐宋元明清 - 伴奏版,https://cfss.cc/api/kg/1EA26E5875DD41077269F0B25441A015.mp4
塟鈊埋愛 - 《你的婚礼》MV-小少焱-原创另类,https://cfss.cc/api/kg/832BB65064D290A24C2C47F513B12063.mp4
豆豆果 - 小少焱《一座酒楼》歌词版,https://cfss.cc/api/kg/C24DE1D74B39AD7EA1CE6F006A817A54.mp4
七月 - #小少焱,https://cfss.cc/api/kg/0CDF1D57EA1E4E08EE91755D6D883A46.mp4
小少焱 - 万古星云曲 - 伴奏版,https://cfss.cc/api/kg/D3814B677FAD5C18F05DF3D5C8170A6E.mp4
小少焱 - 汉寿亭侯 - 歌词版,https://cfss.cc/api/kg/9392E8DE67492C8160DD94C1F1001CF7.mp4
小少焱 - 另类·十年 - 伴奏版,https://cfss.cc/api/kg/ABFDBD7DD5FAC8EC1E4A9BF2160E8F2B.mp4
小少焱 - 待我君临天下 - 伴奏版,https://cfss.cc/api/kg/E7CAF422438A9E7C3A60655513E424EA.mp4
小少焱 - 若有来生 - 伴奏版,https://cfss.cc/api/kg/F332FB01D96C4FA7D9EDA9648FF6BD62.mp4
小少焱 - 灵魂摆渡人 - 伴奏版,https://cfss.cc/api/kg/2BF0993230898F0CFDC6E2D9B15EAC23.mp4
小少焱 - 雪中悍刀行 - 伴奏版,https://cfss.cc/api/kg/E342F659A83199B5B19088AA609228FD.mp4
小少焱 - 厉害了我的坑 - 伴奏版,https://cfss.cc/api/kg/3DAC8068CF517E2125B60473B40C4D39.mp4

酷狗Mv-小星星
贝瓦儿歌 - 小星星,https://cfss.cc/api/kg/83C1CA63E944BA76D7CC483C0CE6BB09.mp4
宝宝巴士 - 小星星,https://cfss.cc/api/kg/10C43C8E23597C2488258362A709BFCC.mp4
音乐精灵 - 宝宝巴士儿歌-《小星星》美妙的歌声伴你入睡,https://cfss.cc/api/kg/6084D45986BA81DABCD31B297E28EEDE.mp4
汪苏泷 - 小星星 - 2019浙江卫视秋季盛典,https://cfss.cc/api/kg/D56F03931278536D9D0E48D723ECF3DE.mp4
南柯一梦 - 英文儿歌《小星星》一闪一闪亮晶晶，满天都是小星星,https://cfss.cc/api/kg/5F2147E7B01847584914BAC2132071DE.mp4
儿歌多多 - 小星星,https://cfss.cc/api/kg/60FCC011A49B7A70D896237656E1B8F9.mp4
如初见 - 贝乐虎儿歌《小星星》一闪一闪亮晶晶，满天都是小星星,https://cfss.cc/api/kg/E16EC6E46199BF939F76C29A247B6FFB.mp4
老曹 - 贝乐虎儿歌《小星星》，幼儿园必须舞蹈视频儿歌,https://cfss.cc/api/kg/1352FCE23FD3BCF132CE6CC3432E889D.mp4
武林萌猪 - 日语版、儿童歌曲《小星星》きらきらぼし（一闪一闪亮晶晶）,https://cfss.cc/api/kg/FC7D4685061CBC333578B5C495E197FD.mp4
汪苏泷 - 小星星 - KTV版,https://cfss.cc/api/kg/2727D01CF667DC2086D8F68871428CE9.mp4
零零后 - 儿歌点点《小星星》一闪一闪亮晶晶，满天都是小星星✨,https://cfss.cc/api/kg/C2BDF4843493D5F49BB405937CAEDEE0.mp4
儿歌多多 - 小星星 - 伴奏版,https://cfss.cc/api/kg/191402EC613DEA8F861F142BAE940501.mp4
儿童歌曲 - 小星星,https://cfss.cc/api/kg/BAC82C5C611C44D482FA5704AB00CE40.mp4
儿歌 - 小星星 - 伴奏版,https://cfss.cc/api/kg/4DA630B5008DD98C98942C73FFB28B12.mp4
音乐人闹闹 - 儿歌多多精选经典早教儿歌大全之《小星星》,https://cfss.cc/api/kg/E662C68073E70C465E2FEBB858266611.mp4
多吉律动儿歌 - 小星星,https://cfss.cc/api/kg/51F107ED04E3CCC0BC2EF7E42DE21303.mp4
宝宝巴士 - 小星星,https://cfss.cc/api/kg/FF7BD9DB811874E0DCFBA6369CC15913.mp4
王雪晶 - 小星星,https://cfss.cc/api/kg/99E57A912BF2E5AB60C15B55ABF5D49C.mp4
儿歌 - 小星星 - 伴奏版,https://cfss.cc/api/kg/514900A348C8BC6691FDB6027F341553.mp4
四千金 - 小星星 - KTV版,https://cfss.cc/api/kg/A80CB8C7496CAC76682A67915135BBFE.mp4

酷狗Mv-陈势安
陈势安 - 天后 - 《同伊》电视剧片尾曲,https://cfss.cc/api/kg/6D4424BB717E0511E9AB7AE436F2EF64.mp4
