温馨提示-歌曲一般切EXO硬解,#group#
电影_国产悬疑,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342395
电影_快意江湖,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342435
电影_快意江湖,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342435
电影_高能反转,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352887
电影_高能反转,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352887
电影_喜乐影院,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059580
电影_喜乐影院,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059580
电影_怪兽系列,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059554
电影_怪兽系列,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059554
电影_变形金刚,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059596
电影_变形金刚,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059596
电影_国产,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602041
电影_国产,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602041
电影_古墓系列,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352913
电影_古墓系列,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352913
搞笑_陈翔六点半,http://tv.zimtv.cn/tv/player/api/huya.php?id=11274154
搞笑_陈翔六点半,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11274154

埋堆轮播,#genre#

陈浩民孙悟空,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465859
陈浩民孙悟空,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465859
金枝欲孽,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465847
金枝欲孽,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465847
寻秦记,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465848
寻秦记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465848
封神榜,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465849
封神榜,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465849
大唐双龙传,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465850
大唐双龙传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465850
洗冤录,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465851
洗冤录,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465851
创世纪,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465852
创世纪,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465852
妙手仁心,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465853
妙手仁心,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465853
楚汉骄雄,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465854
楚汉骄雄,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465854
扫黄先锋,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465855
扫黄先锋,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465855
刑事侦缉档案,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465856
刑事侦缉档案,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465856
陀枪师姐,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465857
陀枪师姐,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465857
笑看风云,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465858
笑看风云,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465858
法证先锋4,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465861
法证先锋4,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465861
张卫健孙悟空,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465860
张卫健孙悟空,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465860
陆贞传奇,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982670
陆贞传奇,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982670
天龙八部,http://tv.zimtv.cn/tv/player/api/huya.php?id=20985816
天龙八部,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=20985816
倚天屠龙记,http://tv.zimtv.cn/tv/player/api/huya.php?id=30434405
倚天屠龙记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30434405

少儿动画,#genre#

海贼王,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982634
海贼王,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982634
宫崎骏,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059614
宫崎骏,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059614
柯南,http://tv.zimtv.cn/tv/player/api/huya.php?id=30080236
柯南,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30080236
樱桃小丸子,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342394
樱桃小丸子,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342394
动画电影,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601958
动画电影,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11601958
吞噬星空,http://tv.zimtv.cn/tv/player/api/huya.php?id=23902242
吞噬星空,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23902242
全职高手,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059628
全职高手,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059628
猫和老鼠,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352879
猫和老鼠,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352879
不良人,http://tv.zimtv.cn/tv/player/api/huya.php?id=30080218
不良人,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30080218
哪吒传奇,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355782
哪吒传奇,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355782
Q版三国,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465871
Q版三国,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465871
瑞克莫迪,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982655
瑞克莫迪,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982655
总动员电影,http://tv.zimtv.cn/tv/player/api/huya.php?id=30080256
总动员电影,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30080256
蜡笔小新,http://tv.zimtv.cn/tv/player/api/huya.php?id=30658920
蜡笔小新,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30658920
蜡笔小新1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352970
蜡笔小新1,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352970
灰太狼,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865080
灰太狼,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865080

歪歪轮播,#genre#

幸福满院,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382737886
古惑仔,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1458015189
济公游记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1355265814
武林外传,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1355652820
隋唐英雄传,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1352475619
鹊刀门,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1355344777
插翅难逃,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=23402146
倚天屠龙记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1449856066
火蓝刀锋,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382737892
天龙八部,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1351814644
地下交通站,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736795
地下交通站,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=11342433
二号交通站,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382735582
笑傲江湖,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930909
笑傲江湖,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354936128
津门飞鹰,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354143942
我和僵尸有个约会,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354143966
燕双鹰,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1352227153
康熙微服私访记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1352811698
康熙微服私访记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=11342418
新白娘子传奇,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354490667
新白娘子传奇,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930969
特种兵系列,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1508456184
贾玲小品,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736720
情满四合院,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382735541
西游记后传,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736846
西游记后传,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1353392400
少年包青天3,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736814
都挺好,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736892
炊事班的故事3,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736716
炊事班的故事3,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=19524135
父母爱情,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354926650
父母爱情,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=11602071
天道,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382735574
血色浪漫,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354926676
鹿鼎记全集,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382704650
神探狄仁杰1,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382851575
神探狄仁杰1,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=29528581
天下第一,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736838
魔幻手机,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382851541
小兵张嘎,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930225
我的体育老师,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382745169
欢乐颂,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382851577
欢乐颂,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382735624
欢乐颂,http://120.77.28.4:8648/douyu.php?id=3756989
亲爱的热爱的,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354932433
心中的白月光,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382851580
卫子夫,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382735569
法证先锋,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930939
法证先锋,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930965
金玉满堂,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736881
仙剑奇侠传,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382749903
神雕侠侣,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1351762426
鹿鼎记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=28265277
寻秦记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382749900
寻秦记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382851591
寻秦记,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=23864973
封神榜,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1353426319
新白娘子传奇-修复版,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930969
钟馗传说,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736839
红楼梦,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382745084
三国演义,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354936241
宰相刘罗锅,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1353892468
雍正王朝,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=23206872
雍正王朝,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=11342439
陈情令,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382745121
陈情令,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=29465862
知否知否应是绿肥红瘦,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=21881901
金装四大才子,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354926600
公主嫁到,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736915
耀舞长安,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382741640
上海滩,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382745184
大时代,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930891
飞虎之潜行极战,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354932420
薛仁贵传奇,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1355260662
平凡岁月,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382745117
苦乐村官,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736864
法证先锋2,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736870
聊斋志异,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736975
我的前半生,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382735564
康熙王朝,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736818
康熙王朝,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=11352940
神探狄仁杰二,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382737888
双月之城,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736907
伪装者,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354936244
粉红女郎,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354888671
鹊刀门传奇,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1355344777
鹊刀门传奇,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=29805872
如果岁月,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382736883
流金岁月,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382749906
好先生,http://120.77.28.4:8648/douyu.php?id=9650792
二炮手,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354930964
炮神,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=22089862
风筝,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1354931585
大汉天子,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=1382749902
陀枪师姐,http://103.236.91.126:3366/live/lunbo/yy/yy4.php?id=23860039

糖糖音悦,#genre#

伤感DJ情歌《只怪当初太爱你》我要忘了你，却无奈又想起！,https://vd3.bdstatic.com/mda-na7m7tpk5z0xsnj8/1080p/cae_h264_delogo/1641819564559610595/mda-na7m7tpk5z0xsnj8.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702478067-0-0-b867b0215def34616d8e55fc71e779b4&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2067517488&vid=4154456131704952997&klogid=2067517488&abtest=114675_1
伤感DJ情歌《半生风雨半身伤》念念不忘，想回你身旁！,https://vd3.bdstatic.com/mda-na6mpk23ccntszw1/1080p/cae_h264/1641743963055616018/mda-na6mpk23ccntszw1.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702478089-0-0-2dc5d1bf705a4933bee86b7e1c413700&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2089257481&vid=3851128703405962034&klogid=2089257481&abtest=114675_1
魏佳艺《谁来人间不受罪》看尽繁华，才知简单最美！,https://vd3.bdstatic.com/mda-na5p0nz1pqgypaha/1080p/cae_h264/1641671881520396331/mda-na5p0nz1pqgypaha.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485175-0-0-94cb8d3374405a82bd820049c19f9588&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=1975821371&vid=6581176070116735564&klogid=1975821371&abtest=114675_1
伤感DJ情歌《我最》此生最美的事，我曾去过你的心！,https://vd2.bdstatic.com/mda-na4mz89dg0a9hihf/1080p/cae_h264/1641562592513738407/mda-na4mz89dg0a9hihf.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485213-0-0-a45822eed91226a4c0911a410bf2e0ca&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2012946488&vid=9664812255484596393&klogid=2012946488&abtest=114675_1
经典DJ舞曲《眼睛为你流着泪》爱你恨你又牵绊，相爱的人不会走散,https://vd4.bdstatic.com/mda-na3k4dbh89efrr0j/1080p/cae_h264/1641470848298193846/mda-na3k4dbh89efrr0j.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485240-0-0-445a55d0a8f85fe9773fc5e6e0bf1927&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2040640786&vid=10446814414146233285&klogid=2040640786&abtest=114675_1
伤感DJ情歌《眼泪失控》又一次被记忆刺痛，你是我没做完的梦！,https://vd4.bdstatic.com/mda-na2ikxu7uiwsc7z9/1080p/cae_h264/1641385257305988527/mda-na2ikxu7uiwsc7z9.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485264-0-0-d2acda9b688a899eb6bd074d7184c43c&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2064841491&vid=7530073076353394178&klogid=2064841491&abtest=114675_1
伤感催泪歌曲《心灰意冷》那悸动成苦衷，我却捂着强硬撑！,https://vd3.bdstatic.com/mda-na1n2q6n2wbtcrf3/1080p/cae_h264/1641303442812905261/mda-na1n2q6n2wbtcrf3.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485292-0-0-5f9a1e30a594945c8c2d1fb7c822104c&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2092484279&vid=5785094873981412397&klogid=2092484279&abtest=114675_1
伤感DJ情歌《一个人的路口》看透就放手，何必为离开的人等候！,https://vd2.bdstatic.com/mda-mmvkz47mxg5es7gn/1080p/cae_h264/1641143535238081820/mda-mmvkz47mxg5es7gn.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485321-0-0-ad062e5ccda6dc3d075202361bce5db6&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2120962257&vid=9038374787144016226&klogid=2120962257&abtest=114675_1
伤感情歌《恨的眼泪是爱的罪》付出再多追不回，痴情空流泪！,https://vd4.bdstatic.com/mda-na0js0th151zjm9i/1080p/cae_h264/1641132922045346653/mda-na0js0th151zjm9i.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485350-0-0-b131653c521a7e2da32358c5cbd79462&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2150204063&vid=10389581724562226335&klogid=2150204063&abtest=114675_1
伤感DJ《一生只为一人爱》南雁北飞情难载，我问姻缘何时来！,https://vd3.bdstatic.com/mda-mmwk1xt4s14mpg8i/720p/h264/1640959869978506954/mda-mmwk1xt4s14mpg8i.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485399-0-0-f58bbf653835420637d47aaeabd0d962&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=2199294596&vid=12707921722465544141&klogid=2199294596&abtest=114675_1
伤感DJ情歌《宿醉》干了这杯，让酒入愁肠化作相思泪,https://vd2.bdstatic.com/mda-mmum4mvn9qi8mk8c/1080p/cae_h264/1640965819813126486/mda-mmum4mvn9qi8mk8c.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485438-0-0-7f84a9253d3a479e9e002e39598cdaca&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2238055233&vid=5836536336734245983&klogid=2238055233&abtest=114675_1
伤感DJ《醉也想你》我不是你的唯一，付出再多你也不满意！,https://vd3.bdstatic.com/mda-mmtk9vd11gf8fczc/1080p/cae_h264/1640859703637354288/mda-mmtk9vd11gf8fczc.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485470-0-0-928ea911b3deeacf48133d5638f87adc&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2270442016&vid=4253756766880974791&klogid=2270442016&abtest=114675_1
抖音热歌《末日爱情》最好听的版本，听上瘾了！,https://vd3.bdstatic.com/mda-mmrkrfp13u9xk23n/1080p/cae_h264/1640702433632778661/mda-mmrkrfp13u9xk23n.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485491-0-0-973a687dd6e34fb92a346e6c01f5554b&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2291487154&vid=14863888202072424011&klogid=2291487154&abtest=114675_1
抖音洗脑神曲《秒针》不怕老歌没人听，就怕老歌带DJ,https://vd2.bdstatic.com/mda-mmqnz7kk5itm8z68/1080p/cae_h264/1640552268579823215/mda-mmqnz7kk5itm8z68.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485521-0-0-c6dbe7caa21ef0549532f6be46cd84d1&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2321406632&vid=65931953222926429&klogid=2321406632&abtest=114675_1
古风DJ《一念逍遥》朝阳总是催人醒，唯有晚霞懂我心！,https://vd3.bdstatic.com/mda-mmpk5wu38p2zyrnp/1080p/cae_h264/1640445274994989198/mda-mmpk5wu38p2zyrnp.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485547-0-0-62a0f729defc0ee75b93740fee07db0b&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2347529190&vid=11266504940890458147&klogid=2347529190&abtest=114675_1
抖音DJ热歌《红尘彼岸却无她》如今了无牵挂，即使别人说我渣！,https://vd4.bdstatic.com/mda-mmnif0a9phsgm5uw/1080p/cae_h264/1640379939229720256/mda-mmnif0a9phsgm5uw.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485576-0-0-8b2eadde887221389f9cfd58d093b5a4&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2376165458&vid=7129347023610468408&klogid=2376165458&abtest=114675_1
抖音热歌《曾经你说》曾经再美好，也都只是曾经了！,https://vd4.bdstatic.com/mda-mmkjubt4fr9qndfm/1080p/cae_h264/1640185497875512446/mda-mmkjubt4fr9qndfm.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485598-0-0-345cf5787b8889c4720ef235e589fd67&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2398524339&vid=5545403881118677152&klogid=2398524339&abtest=114675_1
伤感歌曲《从此你不再是我的谁》两不相欠，这一别就不必再见！,https://vd4.bdstatic.com/mda-mmijzjcj4px1ut0s/1080p/cae_h264/1640104255753695146/mda-mmijzjcj4px1ut0s.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485619-0-0-77b5238b999573f7829d7bf524df4d08&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2419431423&vid=7515791705456406742&klogid=2419431423&abtest=114675_1
张鑫雨《绝情的是你痴情的是我》歌声深情感人，听得如痴如醉！,https://vd2.bdstatic.com/mda-mmhjrd5mg4vk0qg2/1080p/cae_h264/1640079445136371801/mda-mmhjrd5mg4vk0qg2.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485644-0-0-6de49785db45bb2ee0e2739ce12a412d&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2444430920&vid=6907783046682905640&klogid=2444430920&abtest=114675_1
姚倩DJ版《一生为一人》歌词句句深情，醉人好听,https://vd4.bdstatic.com/mda-mmgq65072rfxfcx0/1080p/cae_h264/1640011707869349752/mda-mmgq65072rfxfcx0.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485671-0-0-f8b877bcb1c7df324fffaa12435474cf&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2471284876&vid=1477869911006137772&klogid=2471284876&abtest=114675_1
魏佳艺DJ版《我的眼泪你不在乎》句句扎心，好听又醉人,https://vd4.bdstatic.com/mda-mmgmwamq5jn9usi2/1080p/cae_h264/1640083864838683591/mda-mmgmwamq5jn9usi2.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485694-0-0-0c33f0a07c4ef2088d6cd18342ebd58a&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2494591077&vid=1384321487330534125&klogid=2494591077&abtest=114675_1
伤感DJ歌曲《左手寂寞右手孤独》独特的声音，深情好听,https://vd4.bdstatic.com/mda-mmfkqax0cifpjv3n/1080p/cae_h264/1639942744072465369/mda-mmfkqax0cifpjv3n.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485717-0-0-3422afa1ea8ec1daa2aa8cf1e28edab8&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2517386559&vid=11280794177718837745&klogid=2517386559&abtest=114675_1
抖音DJ热歌《一生不长余生很短》歌词写的太入心，好听极了,https://vd2.bdstatic.com/mda-mmem2d6jbmtzzmej/720p/h264/1639580062665602731/mda-mmem2d6jbmtzzmej.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485742-0-0-368bb80f76eac2ffe21fae91c4fed650&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=2542433106&vid=14884481823665302579&klogid=2542433106&abtest=114675_1
抖音DJ热歌《就让我爱你》口口声声说爱我，却骗我零花钱！,https://vd3.bdstatic.com/mda-mmckck82d6uvwpnt/720p/h264/1639405506000887804/mda-mmckck82d6uvwpnt.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485765-0-0-b04a5b057a356a3c0b1512081f10d3fc&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=2565431652&vid=15981408447696889337&klogid=2565431652&abtest=114675_1
伤感歌曲《孤单的玫瑰 寂寞的开》把握好今生，珍惜眼前人！,https://vd2.bdstatic.com/mda-mmdp1wspkizbreb6/1080p/cae_h264/1639553981673255014/mda-mmdp1wspkizbreb6.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485787-0-0-3a1b987c0961b83c71306d5bf0ed91f7&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2587860943&vid=17212630490925507009&klogid=2587860943&abtest=114675_1
伤感DJ《三分清醒七分醉》感情并非顺风顺水，你把真心给了谁！,https://vd2.bdstatic.com/mda-mmdknf319i6kpmix/1080p/cae_h264/1639571605614446738/mda-mmdknf319i6kpmix.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485809-0-0-d0d4ca3fb72636eb927c32f837718873&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2609068684&vid=10445610702769616926&klogid=2609068684&abtest=114675_1
伤感DJ情歌《一手情二手爱》你一手的情，是我二手的爱！,https://vd2.bdstatic.com/mda-mmbt93dz49h9n6di/1080p/cae_h264/1639508799510396113/mda-mmbt93dz49h9n6di.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485829-0-0-766f74378e95a7fabef3760190beb96b&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2629645282&vid=1939010926057180753&klogid=2629645282&abtest=114675_1
